x1,x2,R,"sigma(x1,x2)",error
0.2397371322408986,0.1459857380020494,0,7.450127358236321e-54,7.450127358236321e-54
0.1889388559063052,0.1884385063427585,0,2.43515130617893e-54,2.43515130617893e-54
0.2518150830480554,0.1366064063200031,0,1.0845267813462586e-53,1.0845267813462586e-53
0.321842388512642,0.1753630776288768,0,1.541793732177677e-46,1.541793732177677e-46
0.1812677300221331,0.0485108266436971,0,3.632946399474222e-64,3.632946399474222e-64
0.1812690434440655,0.2170634965898351,0,6.219646465284019e-53,6.219646465284019e-53
0.3263370252405913,0.2000964380289779,0,1.348101475570352e-44,1.348101475570352e-44
0.2613947783322327,0.1346329095145447,0,3.3795530731711084e-53,3.3795530731711084e-53
0.1624420491252038,0.2527396534745924,0,8.767021593334032e-52,8.767021593334032e-52
0.2434048034868771,0.2750056110101246,0,5.131098317125968e-45,5.131098317125968e-45
0.162926584575003,0.071395210850482,0,7.736161925865013e-64,7.736161925865013e-64
0.1627416197143794,0.1389820177147028,0,2.4036405942122856e-59,2.4036405942122856e-59
0.2193569817252827,0.1384686120170161,0,1.099563715935322e-55,1.099563715935322e-55
0.0469375804273761,0.1248077519112908,0,7.57083393415705e-68,7.57083393415705e-68
0.0620065733989573,0.2663579873545399,0,1.9783957773412508e-57,1.9783957773412508e-57
0.1550169976607222,0.1844939088981757,0,8.127985825314094e-57,8.127985825314094e-57
0.1189735103732461,0.1788388126951511,0,1.5170139213289284e-59,1.5170139213289284e-59
0.2251397866076219,0.0396910108474597,0,6.845793462276526e-62,6.845793462276526e-62
0.1273580739583031,0.2508334424167381,0,3.3598774318055256e-54,3.3598774318055256e-54
0.0870157038931766,0.1008593284117222,0,7.915165779828692e-67,7.915165779828692e-67
0.3172519015137243,0.2047946104213062,0,7.078931494573672e-45,7.078931494573672e-45
0.1819378959610771,0.2221901550366553,0,1.5103803496372379e-52,1.5103803496372379e-52
0.2054022563750339,0.3088526876670921,0,3.062314313942898e-45,3.062314313942898e-45
0.0860201451029234,0.095294368070471,0,2.9014038621099346e-67,2.9014038621099346e-67
0.1564493820379854,0.0,0,5.100468376219726e-69,5.100468376219726e-69
0.2088738071767893,0.2147079635802956,0,2.742781740180246e-51,2.742781740180246e-51
0.1079205138062157,0.3440408945208683,0,2.9499660097223435e-49,2.9499660097223435e-49
0.2300558414676537,0.299115708235155,0,2.7921758999014063e-44,2.7921758999014063e-44
0.1519489048064956,0.21677275322197,0,7.26163951239377e-55,7.26163951239377e-55
0.1766645000165378,0.1606691051494362,0,5.43006306531575e-57,5.43006306531575e-57
0.1518634710216482,0.2645698077309848,0,1.0989019526615792e-51,1.0989019526615792e-51
0.348182254760715,0.1221163040236425,0,2.2813521445092564e-48,2.2813521445092564e-48
0.1989202220209653,0.2381086215484975,0,2.229540589983748e-50,2.229540589983748e-50
0.115383125683528,0.2404376127333301,0,1.1272652150272182e-55,1.1272652150272182e-55
0.2658035929682551,0.2848167925999104,0,6.695377519117786e-43,6.695377519117786e-43
0.1023325080023182,0.4207728031128862,0,1.6560011905016275e-44,1.6560011905016275e-44
0.2167090876003804,0.2313932773743013,0,1.1521687343760239e-49,1.1521687343760239e-49
0.0432263900896179,0.1592829099434001,0,8.602109052387405e-66,8.602109052387405e-66
0.0937451160881255,0.1979540550246404,0,6.435956141100365e-60,6.435956141100365e-60
0.2157488988695299,0.0584739276088705,0,2.981346410947649e-61,2.981346410947649e-61
0.2590773263996328,0.1444229495128753,0,1.0717636341844997e-52,1.0717636341844997e-52
0.2137094624951976,0.1672574049509516,0,3.902531902548037e-54,3.902531902548037e-54
0.1907481374089407,0.1580729281652326,0,3.0257967094344243e-56,3.0257967094344243e-56
0.1759117043528569,0.2121883897626977,0,1.3159880463796084e-53,1.3159880463796084e-53
0.0817182407706058,0.1342064054094239,0,5.9596783442225915e-65,5.9596783442225915e-65
0.1424124633284233,0.2896824533859577,0,1.252788279467059e-50,1.252788279467059e-50
0.163148898323217,0.2000165651934558,0,2.986603265039676e-55,2.986603265039676e-55
0.2845697780975132,0.1992559743089099,0,2.2288950391117327e-47,2.2288950391117327e-47
0.2274894631654769,0.1737684226789665,0,8.404814638362955e-53,8.404814638362955e-53
0.0589567875709812,0.2124152547087183,0,3.178379895723237e-61,3.178379895723237e-61
0.2259267175515836,0.2660078611734108,0,9.331895136246673e-47,9.331895136246673e-47
0.1691934175666946,0.130629582743128,0,1.7588844268665195e-59,1.7588844268665195e-59
0.1458462399755233,0.1473506808739794,0,6.855876931539144e-60,6.855876931539144e-60
0.2489341031072694,0.1757019176978668,0,2.836668119092993e-51,2.836668119092993e-51
0.2824799617996761,0.0923303261221428,0,1.2176125715999987e-54,1.2176125715999987e-54
0.2745024095292959,0.1344593712222802,0,2.3586452188767913e-52,2.3586452188767913e-52
0.1328625981421889,0.1619023301164273,0,9.090746737264795e-60,9.090746737264795e-60
0.1752630099319028,0.2699511344570182,0,8.444933591670605e-50,8.444933591670605e-50
0.2265010745122851,0.221004906320154,0,1.018985417064965e-49,1.018985417064965e-49
0.2780436101697887,0.2154871929094035,0,1.0091619290543629e-46,1.0091619290543629e-46
0.1616660609723768,0.2680718369734378,0,8.204408894176657e-51,8.204408894176657e-51
0.1851472818668946,0.1890102569280483,0,1.503844862001324e-54,1.503844862001324e-54
0.1114932020795177,0.2312371879943111,0,1.5311061460615372e-56,1.5311061460615372e-56
0.1043034700735463,0.1917422597654003,0,1.2123543654871295e-59,1.2123543654871295e-59
0.2650020657915358,0.2212289879519703,0,3.4322125260589857e-47,3.4322125260589857e-47
0.3084992022856658,0.1533793073910734,0,7.114549312004036e-49,7.114549312004036e-49
0.1942391902735733,0.0048946273378856,0,3.161412740990204e-66,3.161412740990204e-66
0.2802826318313619,0.1892576670250956,0,2.5233131873000438e-48,2.5233131873000438e-48
0.2289308820038107,0.3138198508879952,0,2.251689098010021e-43,2.251689098010021e-43
0.14839041963159,0.2740972321793274,0,2.813746606467267e-51,2.813746606467267e-51
0.2289116484406731,0.2772317987672936,0,8.18074773518073e-46,8.18074773518073e-46
0.3230429253172776,0.2988904577444974,0,3.1551475560901305e-38,3.1551475560901305e-38
0.1971339168712038,0.207092607276915,0,1.4606346242658166e-52,1.4606346242658166e-52
0.3251714924651205,0.2157852565924476,0,1.2567983118284081e-43,1.2567983118284081e-43
0.0,0.150587848365252,0,3.4219360409026375e-69,3.4219360409026375e-69
0.2657522003500179,0.174714171517836,0,3.05128662235351e-50,3.05128662235351e-50
0.2069637654590537,0.2492616919816913,0,4.134538649323581e-49,4.134538649323581e-49
0.1760794119627305,0.2963107549735053,0,5.453120211546917e-48,5.453120211546917e-48
0.2073408621228402,0.18884429794552,0,4.1156299163609505e-53,4.1156299163609505e-53
0.0409944868319285,0.1639848588118871,0,1.2656821138506095e-65,1.2656821138506095e-65
0.182426248972999,0.2000422367085278,0,5.43096400508553e-54,5.43096400508553e-54
0.2285690057209397,0.2480965399143292,0,8.885344280386002e-48,8.885344280386002e-48
0.3182315235793213,0.0844916147093166,0,7.872979644105247e-53,7.872979644105247e-53
0.1585383825381082,0.0163055237490209,0,8.523861324163434e-68,8.523861324163434e-68
0.135320511768545,0.1559570520406733,0,5.281597901615581e-60,5.281597901615581e-60
0.159859436513237,0.1023430059268673,0,5.635460031641857e-62,5.635460031641857e-62
0.2732321694161659,0.1593487841882151,0,8.88298195618023e-51,8.88298195618023e-51
0.2263000887727747,0.1881775744946023,0,6.415495140893562e-52,6.415495140893562e-52
0.1576191836986369,0.1637401272781589,0,4.9731409539413134e-58,4.9731409539413134e-58
0.2410613946490685,0.3161974027576596,0,2.0070975638937545e-42,2.0070975638937545e-42
0.2077662039478432,0.2261395811681856,0,1.342108590789207e-50,1.342108590789207e-50
0.2774915992426311,0.2240379487688663,0,3.449965914787657e-46,3.449965914787657e-46
0.1438357524898118,0.2497765715234721,0,3.3976307988366033e-53,3.3976307988366033e-53
0.1737870282721785,0.1088933505775384,0,1.2484278505045646e-60,1.2484278505045646e-60
0.1686313477494274,0.2831289429936215,0,2.3555078512325326e-49,2.3555078512325326e-49
0.0829188041494305,0.1939388570771632,0,6.83153873070094e-61,6.83153873070094e-61
0.2236896221651661,0.253638449379297,0,9.990949625491958e-48,9.990949625491958e-48
0.2208844217743911,0.1142514213567875,0,3.3644152165039633e-57,3.3644152165039633e-57
0.2004090765313969,0.0756992987187148,0,4.182006928883559e-61,4.182006928883559e-61
0.1812330293299882,0.2654311726420023,0,1.035010606826835e-49,1.035010606826835e-49
0.0867703406359668,0.2301127620878013,0,3.138473233778526e-58,3.138473233778526e-58
0.1663483741787713,0.1278358756513991,0,7.47114161995023e-60,7.47114161995023e-60
0.1725828386778584,0.1304269534980244,0,2.837379213011319e-59,2.837379213011319e-59
0.1358178184622705,0.2900347827531815,0,4.9091942693122747e-51,4.9091942693122747e-51
0.1870971430667193,0.1048470485706137,0,4.957637334398088e-60,4.957637334398088e-60
0.232324068545163,0.3314138362604771,0,5.578452164691501e-42,5.578452164691501e-42
0.3508948720968424,0.1279503412281705,0,8.395137426141876e-48,8.395137426141876e-48
0.2139662250265471,0.2510713540486706,0,1.5631342036973692e-48,1.5631342036973692e-48
0.2206040312578211,0.1737105219400812,0,2.9603587842915864e-53,2.9603587842915864e-53
0.1940443267387066,0.2482549944865874,0,5.084476366401188e-50,5.084476366401188e-50
0.0464983027760766,0.1564708798308646,0,9.135023761853946e-66,9.135023761853946e-66
0.1978788899640626,0.1869765675142164,0,7.455827133544867e-54,7.455827133544867e-54
0.2048184167952821,0.2032735340316577,0,2.579195405444737e-52,2.579195405444737e-52
0.3970593689988229,0.1198250035374822,0,2.4835653108655804e-45,2.4835653108655804e-45
0.1846111228175102,0.25926594763361,0,6.675755124999616e-50,6.675755124999616e-50
0.224123787386689,0.1589429146822732,0,5.2098720230802936e-54,5.2098720230802936e-54
0.1972230584235805,0.1817120067727985,0,3.011856193179391e-54,3.011856193179391e-54
0.1065057569904374,0.120452050031319,0,2.993038870130973e-64,2.993038870130973e-64
0.2914258251612016,0.0,0,3.279537884319517e-60,3.279537884319517e-60
0.2601546426149419,0.1847177789919865,0,6.10808807186519e-50,6.10808807186519e-50
0.2632825557634438,0.3930092337290333,0,7.44544562966743e-36,7.44544562966743e-36
0.1272490036164208,0.2627683430318419,0,2.0635899912294123e-53,2.0635899912294123e-53
0.3122235448748879,0.1984591696212484,0,1.2577564005229641e-45,1.2577564005229641e-45
0.0878519149766175,0.1789687336633386,0,1.441239096225638e-61,1.441239096225638e-61
0.2469485675040216,0.2017972714249637,0,1.1545107134110043e-49,1.1545107134110043e-49
0.3752364500647983,0.2437695292140168,0,1.7038090259980752e-38,1.7038090259980752e-38
0.1207570939895449,0.1055349747752924,0,2.581950454422035e-64,2.581950454422035e-64
0.1546961816317782,0.2891457355735097,0,7.306511673058749e-50,7.306511673058749e-50
0.2079721092070113,0.2572305052352995,0,1.634260305641094e-48,1.634260305641094e-48
0.159721947670704,0.2574548580566347,0,1.201148513530204e-51,1.201148513530204e-51
0.0759469255147094,0.2350780591047782,0,1.3223005482880261e-58,1.3223005482880261e-58
0.2054850379844822,0.2015693326155192,0,2.1948626851262723e-52,2.1948626851262723e-52
0.1150157029019116,0.2538288988773456,0,8.327784518782381e-55,8.327784518782381e-55
0.2378873944508145,0.2473451306993102,0,3.211358305097012e-47,3.211358305097012e-47
