x1,x2,R
0.23973713224089863,0.14598573800204948,0
0.18893885590630524,0.18843850634275858,0
0.2518150830480554,0.13660640632000312,0
0.321842388512642,0.1753630776288768,0
0.18126773002213314,0.04851082664369716,0
0.18126904344406558,0.2170634965898351,0
0.3263370252405913,0.20009643802897795,0
0.26139477833223274,0.13463290951454476,0
0.16244204912520385,0.25273965347459243,0
0.24340480348687718,0.27500561101012466,0
0.16292658457500303,0.07139521085048207,0
0.16274161971437945,0.13898201771470287,0
0.21935698172528273,0.13846861201701616,0
0.046937580427376176,0.12480775191129084,0
0.06200657339895739,0.2663579873545399,0
0.1550169976607222,0.18449390889817574,0
0.1189735103732461,0.17883881269515114,0
0.22513978660762193,0.03969101084745973,0
0.12735807395830312,0.2508334424167381,0
0.08701570389317667,0.10085932841172221,0
0.31725190151372434,0.20479461042130628,0
0.18193789596107715,0.22219015503665537,0
0.20540225637503393,0.3088526876670921,0
0.08602014510292347,0.09529436807047104,0
0.1564493820379854,0.0,0
0.2088738071767893,0.2147079635802956,0
0.10792051380621578,0.3440408945208683,0
0.23005584146765376,0.299115708235155,0
0.15194890480649562,0.21677275322197007,0
0.17666450001653786,0.16066910514943622,0
0.15186347102164827,0.2645698077309848,0
0.348182254760715,0.12211630402364251,0
0.1989202220209653,0.23810862154849755,0
0.11538312568352802,0.24043761273333014,0
0.2658035929682551,0.2848167925999104,0
0.10233250800231823,0.42077280311288623,0
0.21670908760038043,0.23139327737430138,0
0.04322639008961796,0.1592829099434001,0
0.09374511608812557,0.19795405502464045,0
0.2157488988695299,0.058473927608870546,0
0.2590773263996328,0.14442294951287535,0
0.21370946249519765,0.16725740495095168,0
0.19074813740894078,0.1580729281652326,0
0.1759117043528569,0.21218838976269777,0
0.08171824077060581,0.13420640540942397,0
0.1424124633284233,0.2896824533859577,0
0.16314889832321702,0.2000165651934558,0
0.28456977809751327,0.1992559743089099,0
0.2274894631654769,0.17376842267896658,0
0.058956787570981294,0.21241525470871833,0
0.2259267175515836,0.2660078611734108,0
0.16919341756669468,0.130629582743128,0
0.14584623997552332,0.14735068087397948,0
0.24893410310726943,0.17570191769786683,0
0.2824799617996761,0.09233032612214281,0
0.2745024095292959,0.1344593712222802,0
0.13286259814218893,0.1619023301164273,0
0.17526300993190286,0.2699511344570182,0
0.22650107451228513,0.22100490632015404,0
0.27804361016978874,0.21548719290940357,0
0.16166606097237682,0.2680718369734378,0
0.18514728186689464,0.1890102569280483,0
0.11149320207951775,0.23123718799431117,0
0.10430347007354634,0.19174225976540032,0
0.26500206579153585,0.2212289879519703,0
0.30849920228566585,0.15337930739107344,0
0.1942391902735733,0.00489462733788568,0
0.28028263183136193,0.18925766702509567,0
0.22893088200381073,0.31381985088799524,0
0.14839041963159008,0.2740972321793274,0
0.22891164844067313,0.27723179876729365,0
0.3230429253172776,0.29889045774449746,0
0.19713391687120388,0.20709260727691503,0
0.3251714924651205,0.21578525659244768,0
0.0,0.150587848365252,0
0.2657522003500179,0.17471417151783603,0
0.2069637654590537,0.24926169198169135,0
0.17607941196273058,0.2963107549735053,0
0.2073408621228402,0.18884429794552005,0
0.040994486831928585,0.1639848588118871,0
0.18242624897299906,0.2000422367085278,0
0.22856900572093972,0.24809653991432923,0
0.3182315235793213,0.08449161470931667,0
0.15853838253810823,0.016305523749020955,0
0.135320511768545,0.15595705204067334,0
0.15985943651323709,0.10234300592686732,0
0.27323216941616596,0.15934878418821513,0
0.22630008877277477,0.1881775744946023,0
